"","eventLabel","totalEvents"
"3091","http%3A%2F%2Fwww.sagarpa.gob.mx%2F%2Fquienesomos%2Fdatosabiertos%2Fsiap%2Fivn_csv%2F%2FIVF_agr%25C3%25ADcola_nal_cultivo_2014.csv",1
"3092","http%3A%2F%2Fwww.sagarpa.gob.mx%2F%2Fquienesomos%2Fdatosabiertos%2Fsiap%2Fivn_csv%2F%2FIVF_agr%25C3%25ADcola_nal_cultivo_2014sep.csv",2
"3093","http%3A%2F%2Fwww.sagarpa.gob.mx%2F%2Fquienesomos%2Fdatosabiertos%2Fsiap%2Fivn_csv%2F%2FIVF_agr%25C3%25ADcola_nal_est__2013.csv",4
"3094","http%3A%2F%2Fwww.sagarpa.gob.mx%2F%2Fquienesomos%2Fdatosabiertos%2Fsiap%2Fivn_csv%2F%2FIVF_agr%25C3%25ADcola_nal_est__2014sep.csv",2
"3095","http%3A%2F%2Fwww.sagarpa.gob.mx%2F%2Fquienesomos%2Fdatosabiertos%2Fsiap%2Fivn_csv%2F%2FIVF_agr%C3%ADcola_est_cultivo_2013.csv",7
"3096","http%3A%2F%2Fwww.sagarpa.gob.mx%2F%2Fquienesomos%2Fdatosabiertos%2Fsiap%2Fivn_csv%2F%2FIVF_agr%C3%ADcola_est_cultivo_2014sep.csv",2
"3097","http%3A%2F%2Fwww.sagarpa.gob.mx%2F%2Fquienesomos%2Fdatosabiertos%2Fsiap%2Fivn_csv%2F%2FIVF_agr%C3%ADcola_nal_cultivo_2013.csv",1
"3098","http%3A%2F%2Fwww.sagarpa.gob.mx%2F%2Fquienesomos%2Fdatosabiertos%2Fsiap%2Fivn_csv%2F%2FIVF_pecuario_est_producto_2013.csv",1
"3099","http%3A%2F%2Fwww.sagarpa.gob.mx%2F%2Fquienesomos%2Fdatosabiertos%2Fsiap%2Fivn_csv%2F%2FIVF_pecuario_est_producto_2014sep.csv",3
"3100","http%3A%2F%2Fwww.sagarpa.gob.mx%2F%2Fquienesomos%2Fdatosabiertos%2Fsiap%2Fivn_csv%2F%2FIVF_pecuario_nal_est_2013.csv",1
"3101","http%3A%2F%2Fwww.sagarpa.gob.mx%2F%2Fquienesomos%2Fdatosabiertos%2Fsiap%2Fivn_csv%2F%2FIVF_pecuario_nal_est_2014sep.csv",1
"3102","http%3A%2F%2Fwww.sagarpa.gob.mx%2F%2Fquienesomos%2Fdatosabiertos%2Fsiap%2Fivn_csv%2F%2FIVF_pecuario_nal_producto_2013.csv",1
"3103","http%3A%2F%2Fwww.sagarpa.gob.mx%2F%2Fquienesomos%2Fdatosabiertos%2Fsiap%2Fivn_csv%2F%2FIVF_pecuario_nal_producto_2014.csv",1
"3104","http%3A%2F%2Fwww.sagarpa.gob.mx%2F%2Fquienesomos%2Fdatosabiertos%2Fsiap%2Fivn_csv%2F%2FIVF_pecuario_nal_producto_2014sep.csv",1
"3105","http%3A%2F%2Fwww.sagarpa.gob.mx%2F%2Fquienesomos%2Fdatosabiertos%2Fsiap%2Fsuperficie_agricola_protegida%2F%2FDiccionarioSuperficieAgriculturaProtegida_2011.csv",9
"3106","http%3A%2F%2Fwww.sagarpa.gob.mx%2F%2Fquienesomos%2Fdatosabiertos%2Fsiap%2Fsuperficie_agricola_protegida%2F%2FSuperficieAgriculturaProtegida_2011.csv",97
"3107","http%3A%2F%2Fwww.sagarpa.gob.mx%2F%2Fquienesomos%2Fdatosabiertos%2Fsiap%2Fsuperficie_agricola_protegida%2F%2FSuperficie_Agricultura_Protegida.csv",14
"3108","http%3A%2F%2Fwww.sagarpa.gob.mx%2F%2Fquienesomos%2Fdatosabiertos%2Fsnics%2FArchivos_formatos_csv%2F%2FCNVV_2014.csv",79
"3109","http%3A%2F%2Fwww.sagarpa.gob.mx%2F%2Fquienesomos%2Fdatosabiertos%2Fsnics%2FArchivos_formatos_csv%2F%2FCNVV_2014_Notas.csv",3
"3110","http%3A%2F%2Fwww.sagarpa.gob.mx%2F%2Fquienesomos%2Fdatosabiertos%2Fsnics%2FArchivos_formatos_csv%2F%2FDPOCS_2014.csv",38
"3111","http%3A%2F%2Fwww.sagarpa.gob.mx%2F%2Fquienesomos%2Fdatosabiertos%2Fsnics%2FArchivos_formatos_csv%2F%2FDPOCS_2014_ABREVIATURAS.csv",5
"3112","http%3A%2F%2Fwww.sagarpa.gob.mx%2F%2Fquienesomos%2Fdatosabiertos%2Fuach%2FDocuments%2FMatr%25C3%25ADcula%2520egresados%2520y%2520titulados%2520Licenciatura%2520UACh%25202013-2014.csv",37
"3113","http%3A%2F%2Fwww.sagarpa.gob.mx%2F%2Fquienesomos%2Fdatosabiertos%2Fuach%2FDocuments%2FMatr%25C3%25ADcula%2520egresados%2520y%2520titulados%2520Posgrado%2520UACh%25202013-2014.csv",14
"3114","http%3A%2F%2Fwww.sagarpa.gob.mx%2F%2Fquienesomos%2Fdatosabiertos%2Fuach%2FDocuments%2FMatr%C3%ADcula%2520egresados%2520y%2520titulados%2520Licenciatura%2520UACh%25202013-2014.csv",7
"3115","http%3A%2F%2Fwww.sagarpa.gob.mx%2F%2Fquienesomos%2Fdatosabiertos%2Fuach%2FDocuments%2FMatr%C3%ADcula%2520egresados%2520y%2520titulados%2520Posgrado%2520UACh%25202013-2014.csv",4
"3116","http%3A%2F%2Fwww.sagarpa.gob.mx%2Fquienesomos%2Fdatosabiertos%2Fsenasica%2FDocuments%2FPlantas_autorizadas.csv",8
"3117","http%3A%2F%2Fwww.sagarpa.gob.mx%2Fquienesomos%2Fdatosabiertos%2Fsenasica%2FDocuments%2FRequisitos_fito.zip",1
"3118","http%3A%2F%2Fwww.sagarpa.gob.mx%2Fquienesomos%2Fdatosabiertos%2Fsenasica%2FDocuments%2FRequisitos_zoo.zip",3
"3119","http%3A%2F%2Fwww.secciones.hacienda.gob.mx%2Fwork%2Fmodels%2FESTOPOR%2Fdatos_abiertos_EOPF%2FDeuda.csv",2
"3120","http%3A%2F%2Fwww.secciones.hacienda.gob.mx%2Fwork%2Fmodels%2FESTOPOR%2Fdatos_abiertos_EOPF%2FDeuda.zip",1
"3121","http%3A%2F%2Fwww.secciones.hacienda.gob.mx%2Fwork%2Fmodels%2FESTOPOR%2Fdatos_abiertos_EOPF%2FIngreso.csv",7
"3122","http%3A%2F%2Fwww.secciones.hacienda.gob.mx%2Fwork%2Fmodels%2FESTOPOR%2Fdatos_abiertos_EOPF%2FIngreso.zip",1
"3123","http%3A%2F%2Fwww.secciones.hacienda.gob.mx%2Fwork%2Fmodels%2FESTOPOR%2Fdatos_abiertos_EOPF%2FTransferencias.csv",1
"3124","http%3A%2F%2Fwww.sedesol.gob.mx%2Fwork%2Fmodels%2FSEDESOL%2FCruzada%2Farchivos%2FLogros_por_municipio_CNCH.xlsx",35
"3125","http%3A%2F%2Fwww.siam.economia.gob.mx%2Fwork%2Fmodels%2Fsiam%2FResource%2FAvisos%2Fopendata.csv",833
"3126","http%3A%2F%2Fwww.transparenciapresupuestaria.gob.mx%2Fwork%2Fmodels%2FPTP%2FDatosAbiertos%2FBD_Cuenta_Publica%2FCSV%2FCuenta_Publica_2008.csv",20
"3127","http%3A%2F%2Fwww.transparenciapresupuestaria.gob.mx%2Fwork%2Fmodels%2FPTP%2FDatosAbiertos%2FBD_Cuenta_Publica%2FCSV%2FCuenta_Publica_2009.csv",4
"3128","http%3A%2F%2Fwww.transparenciapresupuestaria.gob.mx%2Fwork%2Fmodels%2FPTP%2FDatosAbiertos%2FBD_Cuenta_Publica%2FCSV%2FCuenta_Publica_2010.csv",8
"3129","http%3A%2F%2Fwww.transparenciapresupuestaria.gob.mx%2Fwork%2Fmodels%2FPTP%2FDatosAbiertos%2FBD_Cuenta_Publica%2FCSV%2FCuenta_Publica_2011.csv",7
"3130","http%3A%2F%2Fwww.transparenciapresupuestaria.gob.mx%2Fwork%2Fmodels%2FPTP%2FDatosAbiertos%2FBD_Cuenta_Publica%2FCSV%2FCuenta_Publica_2012.csv",13
"3131","http%3A%2F%2Fwww.transparenciapresupuestaria.gob.mx%2Fwork%2Fmodels%2FPTP%2FDatosAbiertos%2FBD_Cuenta_Publica%2FCSV%2FCuenta_Publica_2013_ECD.csv",23
"3132","http%3A%2F%2Fwww.transparenciapresupuestaria.gob.mx%2Fwork%2Fmodels%2FPTP%2FDatosAbiertos%2FBD_Cuenta_Publica%2FCSV%2FCuenta_Publica_2013_RA.csv",30
"3133","http%3A%2F%2Fwww.transparenciapresupuestaria.gob.mx%2Fwork%2Fmodels%2FPTP%2FDatosAbiertos%2FBases_de_datos_presupuesto%2FCSV%2FPEF2008_AC01.csv",8
"3134","http%3A%2F%2Fwww.transparenciapresupuestaria.gob.mx%2Fwork%2Fmodels%2FPTP%2FDatosAbiertos%2FBases_de_datos_presupuesto%2FCSV%2FPEF2009_AC01.csv",2
"3135","http%3A%2F%2Fwww.transparenciapresupuestaria.gob.mx%2Fwork%2Fmodels%2FPTP%2FDatosAbiertos%2FBases_de_datos_presupuesto%2FCSV%2FPEF2010_AC01.csv",2
"3136","http%3A%2F%2Fwww.transparenciapresupuestaria.gob.mx%2Fwork%2Fmodels%2FPTP%2FDatosAbiertos%2FBases_de_datos_presupuesto%2FCSV%2FPEF2011_AC01.csv",3
"3137","http%3A%2F%2Fwww.transparenciapresupuestaria.gob.mx%2Fwork%2Fmodels%2FPTP%2FDatosAbiertos%2FBases_de_datos_presupuesto%2FCSV%2FPEF2012_AC01.csv",1
"3138","http%3A%2F%2Fwww.transparenciapresupuestaria.gob.mx%2Fwork%2Fmodels%2FPTP%2FDatosAbiertos%2FBases_de_datos_presupuesto%2FCSV%2FPEF2013_AC01.csv",2
"3139","http%3A%2F%2Fwww.transparenciapresupuestaria.gob.mx%2Fwork%2Fmodels%2FPTP%2FDatosAbiertos%2FBases_de_datos_presupuesto%2FCSV%2FPEF2014_AC01.csv",7
"3140","http%3A%2F%2Fwww.transparenciapresupuestaria.gob.mx%2Fwork%2Fmodels%2FPTP%2FDatosAbiertos%2FBases_de_datos_presupuesto%2FCSV%2FPPEF_2015.csv",16
"3141","http%3A%2F%2Fwww.transparenciapresupuestaria.gob.mx%2Fwork%2Fmodels%2FPTP%2FDatosAbiertos%2FBases_de_datos_presupuesto%2FXLSX%2FPEF2008_AC01.xlsx",10
"3142","http%3A%2F%2Fwww.transparenciapresupuestaria.gob.mx%2Fwork%2Fmodels%2FPTP%2FDatosAbiertos%2FBases_de_datos_presupuesto%2FXLSX%2FPEF2009_AC01.xlsx",5
"3143","http%3A%2F%2Fwww.transparenciapresupuestaria.gob.mx%2Fwork%2Fmodels%2FPTP%2FDatosAbiertos%2FBases_de_datos_presupuesto%2FXLSX%2FPEF2010_AC01.xlsx",7
"3144","http%3A%2F%2Fwww.transparenciapresupuestaria.gob.mx%2Fwork%2Fmodels%2FPTP%2FDatosAbiertos%2FBases_de_datos_presupuesto%2FXLSX%2FPEF2011_AC01.xlsx",5
"3145","http%3A%2F%2Fwww.transparenciapresupuestaria.gob.mx%2Fwork%2Fmodels%2FPTP%2FDatosAbiertos%2FBases_de_datos_presupuesto%2FXLSX%2FPEF2012_AC01.xlsx",6
"3146","http%3A%2F%2Fwww.transparenciapresupuestaria.gob.mx%2Fwork%2Fmodels%2FPTP%2FDatosAbiertos%2FBases_de_datos_presupuesto%2FXLSX%2FPEF2013_AC01.xlsx",9
"3147","http%3A%2F%2Fwww.transparenciapresupuestaria.gob.mx%2Fwork%2Fmodels%2FPTP%2FDatosAbiertos%2FBases_de_datos_presupuesto%2FXLSX%2FPEF2014_AC01.xlsx",40
"3148","http%3A%2F%2Fwww.transparenciapresupuestaria.gob.mx%2Fwork%2Fmodels%2FPTP%2FDatosAbiertos%2FBases_de_datos_presupuesto%2FXLSX%2FPPEF_2015.xlsx",37
"3149","http%3A%2F%2Fwww.transparenciapresupuestaria.gob.mx%2Fwork%2Fmodels%2FPTP%2FDatosAbiertos%2FCalendarios_MIR_2008-2014%2FMIR_Calendarios_2014.xls",7
"3150","http%3A%2F%2Fwww.transparenciapresupuestaria.gob.mx%2Fwork%2Fmodels%2FPTP%2FDatosAbiertos%2FEntidades_Federativas%2F4_Trimestre.xlsx",23
"3151","http%3A%2F%2Fwww.transparenciapresupuestaria.gob.mx%2Fwork%2Fmodels%2FPTP%2FEntidades_Federativas%2FRamo23%2FRAMO_23_general2015.csv",18
"3152","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fActividad_econ%25f3mica%252f11_Agricultura%252c_cr%25eda_y_explotaci%25f3n_de_animales%252c_aprovechamiento_forestal%252c_pezca_y_caza%252fdenue_11_25022015_csv.zip",13
"3153","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fActividad_econ%25f3mica%252f11_Agricultura%252c_cr%25eda_y_explotaci%25f3n_de_animales%252c_aprovechamiento_forestal%252c_pezca_y_caza%252fdenue_11_25022015_shp.zip",9
"3154","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fActividad_econ%25f3mica%252f21_Miner%25eda%252fdenue_21_25022015_csv.zip",4
"3155","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fActividad_econ%25f3mica%252f21_Miner%25eda%252fdenue_21_25022015_shp.zip",5
"3156","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fActividad_econ%25f3mica%252f22_Generaci%25f3n%252c_transmisi%25f3n_y_distribuici%25f3n_de_energ%25eda_el%25e9ctrica%252c_suministro_de_agua_y_de_gas_por_ductos_al_consumidor%252fdenue_22_25022015_csv.zip",3
"3157","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fActividad_econ%25f3mica%252f22_Generaci%25f3n%252c_transmisi%25f3n_y_distribuici%25f3n_de_energ%25eda_el%25e9ctrica%252c_suministro_de_agua_y_de_gas_por_ductos_al_consumidor%252fdenue_22_25022015_shp.zip",2
"3158","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fActividad_econ%25f3mica%252f23_Construcci%25f3n%252fdenue_23_25022015_csv.zip",1
"3159","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fActividad_econ%25f3mica%252f31-33_Industrias_manufactureras%252fdenue_31-33_25022015_csv.zip",10
"3160","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fActividad_econ%25f3mica%252f31-33_Industrias_manufactureras%252fdenue_31-33_25022015_shp.zip",1
"3161","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fActividad_econ%25f3mica%252f43_Comercio_al_por_mayor%252fdenue_43_25022015_csv.zip",2
"3162","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fActividad_econ%25f3mica%252f46_Comercio_al_por_menor%252fParte_1_de_4%252fdenue_46111_25022015_csv.zip",3
"3163","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fActividad_econ%25f3mica%252f46_Comercio_al_por_menor%252fParte_4_de_4%252fdenue_46591-46911_25022015_shp.zip",1
"3164","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fActividad_econ%25f3mica%252f52_Servicios_financieros_y_de_seguros%252fdenue_52_25022015_shp.zip",1
"3165","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fActividad_econ%25f3mica%252f54_Servicios_profesionales%252c_cient%25edficos_y_t%25e9cnicos%252fdenue_54_25022015_csv.zip",1
"3166","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fActividad_econ%25f3mica%252f54_Servicios_profesionales%252c_cient%25edficos_y_t%25e9cnicos%252fdenue_54_25022015_shp.zip",1
"3167","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fActividad_econ%25f3mica%252f55_Corporativos%252fdenue_55_25022015_csv.zip",1
"3168","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fActividad_econ%25f3mica%252f55_Corporativos%252fdenue_55_25022015_shp.zip",1
"3169","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fActividad_econ%25f3mica%252f56_Servicios_de_apoyo_a_los_negocios_y_manejo_de_desechos_y_servicios_de_remediacion%252fdenue_56_25022015_csv.zip",1
"3170","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fActividad_econ%25f3mica%252f61_Servicios_educativos%252fdenue_61_25022015_shp.zip",2
"3171","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fActividad_econ%25f3mica%252f62_Servicios_de_salud_y_de_asistencia_social%252fdenue_62_25022015_csv.zip",1
"3172","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fActividad_econ%25f3mica%252f71_Servicios_de_esparcimiento_culturales_y_deportivos%252c_y_otros_servicios_recreativos%252fdenue_71_25022015_csv.zip",1
"3173","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fActividad_econ%25f3mica%252f71_Servicios_de_esparcimiento_culturales_y_deportivos%252c_y_otros_servicios_recreativos%252fdenue_71_25022015_shp.zip",4
"3174","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fActividad_econ%25f3mica%252f72_Servicios_de_alojamiento_temporal_y_de_preparaci%25f3n_de_alimentos_y_bebidas%252fdenue_72_25022015_csv.zip",4
"3175","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fActividad_econ%25f3mica%252f72_Servicios_de_alojamiento_temporal_y_de_preparaci%25f3n_de_alimentos_y_bebidas%252fdenue_72_25022015_shp.zip",2
"3176","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fEntidad%2Bfederativa%252f01%2BAguascalientes%252fdenue_01_030215_csv.zip",10
"3177","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fEntidad%2Bfederativa%252f01%2BAguascalientes%252fdenue_01_030215_shp.zip",12
"3178","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fEntidad%2Bfederativa%252f02%2BBaja%2BCalifornia%252fdenue_02_030215_csv.zip",1
"3179","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fEntidad%2Bfederativa%252f02%2BBaja%2BCalifornia%252fdenue_02_030215_shp.zip",4
"3180","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fEntidad%2Bfederativa%252f03%2BBaja%2BCalifornia%2BSur%252fdenue_03_030215_csv.zip",3
"3181","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fEntidad%2Bfederativa%252f03%2BBaja%2BCalifornia%2BSur%252fdenue_03_030215_shp.zip",5
"3182","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fEntidad%2Bfederativa%252f04%2BCampeche%252fdenue_04_030215_csv.zip",2
"3183","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fEntidad%2Bfederativa%252f04%2BCampeche%252fdenue_04_030215_shp.zip",2
"3184","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fEntidad%2Bfederativa%252f05%2BCoahuila%2Bde%2BZaragoza%252fdenue_05_030215_csv.zip",3
"3185","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fEntidad%2Bfederativa%252f05%2BCoahuila%2Bde%2BZaragoza%252fdenue_05_030215_shp.zip",4
"3186","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fEntidad%2Bfederativa%252f06%2BColima%252fdenue_06_030215_csv.zip",1
"3187","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fEntidad%2Bfederativa%252f06%2BColima%252fdenue_06_030215_shp.zip",1
"3188","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fEntidad%2Bfederativa%252f07%2BChiapas%252fdenue_07_030215_csv.zip",7
"3189","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fEntidad%2Bfederativa%252f07%2BChiapas%252fdenue_07_030215_shp.zip",6
"3190","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fEntidad%2Bfederativa%252f08%2BChihuahua%252fdenue_08_030215_csv.zip",5
"3191","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fEntidad%2Bfederativa%252f08%2BChihuahua%252fdenue_08_030215_shp.zip",2
"3192","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fEntidad%2Bfederativa%252f09%2BDistrito%2BFederal%252fdenue_09_030215_csv.zip",7
"3193","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fEntidad%2Bfederativa%252f09%2BDistrito%2BFederal%252fdenue_09_030215_shp.zip",9
"3194","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fEntidad%2Bfederativa%252f10%2BDurango%252fdenue_10_030215_csv.zip",1
"3195","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fEntidad%2Bfederativa%252f10%2BDurango%252fdenue_10_030215_shp.zip",2
"3196","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fEntidad%2Bfederativa%252f11%2BGuanajuato%252fdenue_11_030215_csv.zip",2
"3197","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fEntidad%2Bfederativa%252f11%2BGuanajuato%252fdenue_11_030215_shp.zip",5
"3198","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fEntidad%2Bfederativa%252f12%2BGuerrero%252fdenue_12_030215_csv.zip",1
"3199","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fEntidad%2Bfederativa%252f12%2BGuerrero%252fdenue_12_030215_shp.zip",2
"3200","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fEntidad%2Bfederativa%252f13%2BHidalgo%252fdenue_13_030215_csv.zip",1
"3201","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fEntidad%2Bfederativa%252f13%2BHidalgo%252fdenue_13_030215_shp.zip",2
"3202","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fEntidad%2Bfederativa%252f14%2BJalisco%252fdenue_14_030215_csv.zip",4
"3203","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fEntidad%2Bfederativa%252f14%2BJalisco%252fdenue_14_030215_shp.zip",3
"3204","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fEntidad%2Bfederativa%252f15%2BM%25e9xico%252fdenue_15_030215_csv.zip",4
"3205","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fEntidad%2Bfederativa%252f15%2BM%25e9xico%252fdenue_15_030215_shp.zip",7
"3206","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fEntidad%2Bfederativa%252f16%2BMichoac%25e1n%2Bde%2BOcampo%252fdenue_16_030215_csv.zip",1
"3207","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fEntidad%2Bfederativa%252f16%2BMichoac%25e1n%2Bde%2BOcampo%252fdenue_16_030215_shp.zip",2
"3208","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fEntidad%2Bfederativa%252f17%2BMorelos%252fdenue_17_030215_csv.zip",1
"3209","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fEntidad%2Bfederativa%252f17%2BMorelos%252fdenue_17_030215_shp.zip",4
"3210","http%3A%2F%2Fwww3.inegi.org.mx%2Fsistemas%2Fdescarga%2Fdescargaarchivo.aspx%3Ffile%3DDENUE%252fEntidad%2Bfederativa%252f18%2BNayarit%252fdenue_18_030215_csv.zip",2
